0.9999027665273552 3.752448582736524E-8 2.1429035466434807E-7 1.646176675317237E-9 2.987592416581168E-7 8.802494771117502E-8 6.229403230911213E-7 3.098747977517602E-8 2.2848951487786173E-7 9.713105148837657E-7 
9.36213973828096E-12 9.205056751158924E-8 1.0647593657337228E-7 1.1768347211426715E-7 1.0053900425978826E-7 5.22602967229003E-8 1.0136655361916578E-6 3.241273135089828E-8 4.151420664069124E-8 1.2987235925008548E-6 
0.1404186713123617 4.7014988860454843E-8 6.70983384934991E-7 5.285663433764989E-7 1.0884356887899805E-6 1.0724795936519933E-6 1.2391310742599934E-6 1.9012475421296613E-8 3.7859638313385146E-6 3.899273619091742E-7 
0.6503782751368054 1.1597229636537551E-6 4.401647399846739E-8 3.6116638856799253E-9 9.761659368082737E-8 8.804586939626519E-6 1.2414257450923848E-6 3.2381471810681686E-8 5.52392553617863E-6 4.995972310024566E-6 
0.3356691558434342 6.192112248644666E-8 6.132057394913044E-8 2.1768014418857395E-6 9.944268240316465E-7 7.812808330686122E-7 3.719366980605379E-6 2.6968241963183026E-8 3.259780828053922E-8 1.3815385664888284E-7 
0.9044022012304677 9.627176624315476E-7 7.275189602089113E-7 1.4040172486171798E-7 6.679905582118119E-8 4.365922102230824E-9 1.2428313098660376E-6 1.5777308277179813E-7 2.446922657115506E-7 3.586815864483535E-7 
0.8094982123346324 2.3300504936442124E-6 4.2211302964207987E-7 7.62999735662678E-8 2.6082552358926842E-5 2.476235591619145E-8 1.3866660823405968E-6 2.9090871483087673E-8 6.163940408371298E-8 9.616464448963529E-7 
0.5163826450565615 5.206344499501437E-7 6.537738253788024E-7 1.411502511450623E-8 8.659176650687035E-8 2.9227073949259455E-8 2.2735379226387645E-6 3.069800902651939E-8 2.0616281938481098E-7 6.945230901098055E-8 
0.352114852808739 3.395613621026381E-8 8.219841272455383E-8 1.491360184896978E-9 5.82263564576571E-7 4.3988903785802024E-8 1.9783267603230074E-6 2.3454108838038696E-8 2.691462204504331E-7 5.465558819689257E-7 
0.10487787764063423 2.984832809659773E-7 1.0642512536534975E-7 4.0279829450530104E-8 1.0053900425978826E-7 5.011386253444748E-8 1.0136655361916578E-6 3.241273135089828E-8 4.151420664069124E-8 1.2987235925008548E-6 
0.7127117562590866 2.0921891533230812E-7 3.5778515053098517E-7 1.3167576223181495E-7 2.7807942745706046E-7 1.2292221452163598E-7 4.4284898622562697E-7 3.3918683512173555E-8 3.0817626052179E-6 6.71161297899201E-7 
